,true,pred
5089,gender,gender
5090,age,age
5091,religion,not_cyberbullying
5092,ethnicity,ethnicity
5093,gender,gender
5094,age,age
5095,religion,religion
5096,not_cyberbullying,not_cyberbullying
5097,ethnicity,ethnicity
5098,age,age
5099,gender,gender
5100,religion,religion
5101,gender,gender
5102,gender,gender
5103,age,age
5104,not_cyberbullying,other_cyberbullying
5105,religion,religion
5106,age,age
5107,ethnicity,ethnicity
5108,other_cyberbullying,other_cyberbullying
5109,age,age
5110,age,age
5111,age,age
5112,ethnicity,ethnicity
5113,ethnicity,ethnicity
5114,gender,gender
5115,age,age
5116,gender,gender
5117,religion,religion
5118,not_cyberbullying,not_cyberbullying
5119,age,age
5120,ethnicity,ethnicity
5121,ethnicity,ethnicity
5122,ethnicity,ethnicity
5123,gender,gender
5124,age,age
5125,ethnicity,ethnicity
5126,age,age
5127,ethnicity,ethnicity
5128,gender,gender
5129,age,age
5130,not_cyberbullying,not_cyberbullying
5131,religion,religion
5132,not_cyberbullying,not_cyberbullying
5133,religion,religion
5134,not_cyberbullying,not_cyberbullying
5135,age,age
5136,ethnicity,ethnicity
5137,age,age
5138,age,age
5139,religion,religion
5140,gender,not_cyberbullying
5141,gender,gender
5142,ethnicity,ethnicity
5143,ethnicity,ethnicity
5144,religion,religion
5145,religion,religion
5146,ethnicity,ethnicity
5147,gender,gender
5148,age,age
5149,age,age
5150,gender,gender
5151,not_cyberbullying,age
5152,gender,gender
5153,age,age
5154,not_cyberbullying,not_cyberbullying
5155,religion,religion
5156,religion,religion
5157,not_cyberbullying,other_cyberbullying
5158,ethnicity,ethnicity
5159,gender,not_cyberbullying
5160,religion,religion
5161,ethnicity,ethnicity
5162,other_cyberbullying,other_cyberbullying
5163,gender,gender
5164,religion,religion
5165,gender,gender
5166,gender,gender
5167,religion,religion
5168,ethnicity,ethnicity
5169,not_cyberbullying,other_cyberbullying
5170,gender,gender
5171,ethnicity,ethnicity
5172,age,age
5173,ethnicity,ethnicity
5174,age,age
5175,other_cyberbullying,other_cyberbullying
5176,not_cyberbullying,other_cyberbullying
5177,religion,religion
5178,age,other_cyberbullying
5179,religion,religion
5180,religion,religion
5181,age,age
5182,ethnicity,ethnicity
5183,not_cyberbullying,not_cyberbullying
5184,religion,religion
5185,religion,religion
5186,ethnicity,ethnicity
5187,ethnicity,ethnicity
5188,not_cyberbullying,age
5189,age,age
5190,age,age
5191,not_cyberbullying,not_cyberbullying
5192,gender,gender
5193,other_cyberbullying,other_cyberbullying
5194,ethnicity,ethnicity
5195,other_cyberbullying,other_cyberbullying
5196,other_cyberbullying,other_cyberbullying
5197,not_cyberbullying,not_cyberbullying
5198,other_cyberbullying,not_cyberbullying
5199,other_cyberbullying,other_cyberbullying
5200,gender,gender
5201,ethnicity,ethnicity
5202,religion,religion
5203,ethnicity,ethnicity
5204,not_cyberbullying,not_cyberbullying
5205,age,age
5206,not_cyberbullying,not_cyberbullying
5207,age,age
5208,other_cyberbullying,other_cyberbullying
5209,other_cyberbullying,other_cyberbullying
5210,age,age
5211,religion,religion
5212,gender,gender
5213,ethnicity,ethnicity
5214,not_cyberbullying,not_cyberbullying
5215,age,age
5216,age,age
5217,not_cyberbullying,religion
5218,gender,gender
5219,age,age
5220,not_cyberbullying,other_cyberbullying
5221,ethnicity,ethnicity
5222,not_cyberbullying,not_cyberbullying
5223,religion,religion
5224,age,age
5225,religion,religion
5226,age,age
5227,ethnicity,ethnicity
5228,other_cyberbullying,other_cyberbullying
5229,ethnicity,ethnicity
5230,other_cyberbullying,gender
5231,religion,religion
5232,other_cyberbullying,not_cyberbullying
5233,ethnicity,ethnicity
5234,ethnicity,ethnicity
5235,ethnicity,ethnicity
5236,other_cyberbullying,other_cyberbullying
5237,gender,gender
5238,gender,gender
5239,age,age
5240,not_cyberbullying,other_cyberbullying
5241,not_cyberbullying,not_cyberbullying
5242,gender,gender
5243,age,age
5244,ethnicity,ethnicity
5245,other_cyberbullying,religion
5246,ethnicity,ethnicity
5247,age,age
5248,other_cyberbullying,not_cyberbullying
5249,religion,religion
5250,not_cyberbullying,other_cyberbullying
5251,ethnicity,ethnicity
5252,gender,gender
5253,not_cyberbullying,other_cyberbullying
5254,religion,religion
5255,gender,gender
5256,gender,gender
5257,not_cyberbullying,not_cyberbullying
5258,gender,other_cyberbullying
5259,gender,gender
5260,ethnicity,ethnicity
5261,not_cyberbullying,not_cyberbullying
5262,gender,gender
5263,religion,religion
5264,not_cyberbullying,not_cyberbullying
5265,religion,religion
5266,age,age
5267,not_cyberbullying,not_cyberbullying
5268,not_cyberbullying,other_cyberbullying
5269,ethnicity,ethnicity
5270,age,not_cyberbullying
5271,religion,religion
5272,age,age
5273,other_cyberbullying,age
5274,religion,religion
5275,gender,gender
5276,age,age
5277,ethnicity,ethnicity
5278,age,age
5279,religion,religion
5280,gender,other_cyberbullying
5281,not_cyberbullying,other_cyberbullying
5282,age,age
5283,other_cyberbullying,other_cyberbullying
5284,gender,gender
5285,gender,gender
5286,ethnicity,ethnicity
5287,gender,gender
5288,not_cyberbullying,not_cyberbullying
5289,other_cyberbullying,other_cyberbullying
5290,gender,gender
5291,gender,not_cyberbullying
5292,other_cyberbullying,other_cyberbullying
5293,age,age
5294,other_cyberbullying,other_cyberbullying
5295,religion,religion
5296,not_cyberbullying,gender
5297,religion,religion
5298,ethnicity,ethnicity
5299,religion,religion
5300,ethnicity,ethnicity
5301,gender,other_cyberbullying
5302,religion,religion
5303,religion,religion
5304,age,age
5305,other_cyberbullying,other_cyberbullying
5306,other_cyberbullying,other_cyberbullying
5307,religion,not_cyberbullying
5308,gender,gender
5309,religion,religion
5310,other_cyberbullying,other_cyberbullying
5311,not_cyberbullying,not_cyberbullying
5312,not_cyberbullying,not_cyberbullying
5313,gender,gender
5314,not_cyberbullying,other_cyberbullying
5315,ethnicity,ethnicity
5316,age,age
5317,other_cyberbullying,other_cyberbullying
5318,gender,gender
5319,gender,gender
5320,ethnicity,ethnicity
5321,ethnicity,ethnicity
5322,gender,gender
5323,other_cyberbullying,not_cyberbullying
5324,age,age
5325,ethnicity,ethnicity
5326,age,age
5327,ethnicity,ethnicity
5328,other_cyberbullying,other_cyberbullying
5329,gender,gender
5330,gender,gender
5331,gender,gender
5332,age,age
5333,age,age
5334,religion,religion
5335,age,age
5336,not_cyberbullying,other_cyberbullying
5337,religion,religion
5338,gender,gender
5339,ethnicity,ethnicity
5340,gender,gender
5341,ethnicity,ethnicity
5342,other_cyberbullying,other_cyberbullying
5343,ethnicity,ethnicity
5344,gender,gender
5345,gender,gender
5346,gender,other_cyberbullying
5347,religion,not_cyberbullying
5348,not_cyberbullying,other_cyberbullying
5349,age,age
5350,other_cyberbullying,not_cyberbullying
5351,gender,gender
5352,ethnicity,ethnicity
5353,other_cyberbullying,other_cyberbullying
5354,not_cyberbullying,gender
5355,gender,gender
5356,religion,religion
5357,ethnicity,ethnicity
5358,not_cyberbullying,not_cyberbullying
5359,not_cyberbullying,not_cyberbullying
5360,ethnicity,ethnicity
5361,religion,religion
5362,not_cyberbullying,religion
5363,not_cyberbullying,other_cyberbullying
5364,other_cyberbullying,other_cyberbullying
5365,religion,religion
5366,other_cyberbullying,other_cyberbullying
5367,ethnicity,ethnicity
5368,religion,religion
5369,gender,gender
5370,ethnicity,ethnicity
5371,other_cyberbullying,other_cyberbullying
5372,ethnicity,ethnicity
5373,age,age
5374,ethnicity,ethnicity
5375,religion,religion
5376,age,age
5377,age,age
5378,not_cyberbullying,not_cyberbullying
5379,religion,religion
5380,other_cyberbullying,other_cyberbullying
5381,ethnicity,ethnicity
5382,age,age
5383,religion,religion
5384,age,age
5385,other_cyberbullying,gender
5386,ethnicity,ethnicity
5387,ethnicity,ethnicity
5388,ethnicity,ethnicity
5389,religion,religion
5390,gender,gender
5391,not_cyberbullying,not_cyberbullying
5392,ethnicity,ethnicity
5393,other_cyberbullying,other_cyberbullying
5394,other_cyberbullying,other_cyberbullying
5395,other_cyberbullying,other_cyberbullying
5396,gender,gender
5397,other_cyberbullying,other_cyberbullying
5398,age,age
5399,religion,religion
5400,not_cyberbullying,other_cyberbullying
5401,age,age
5402,age,age
5403,religion,religion
5404,age,age
5405,other_cyberbullying,not_cyberbullying
5406,other_cyberbullying,other_cyberbullying
5407,religion,religion
5408,religion,religion
5409,gender,gender
5410,age,age
5411,not_cyberbullying,not_cyberbullying
5412,age,age
5413,ethnicity,ethnicity
5414,not_cyberbullying,not_cyberbullying
5415,other_cyberbullying,not_cyberbullying
5416,gender,gender
5417,age,age
5418,religion,religion
5419,religion,religion
5420,religion,religion
5421,gender,gender
5422,ethnicity,ethnicity
5423,gender,gender
5424,gender,other_cyberbullying
5425,religion,religion
5426,religion,religion
5427,not_cyberbullying,not_cyberbullying
5428,not_cyberbullying,other_cyberbullying
5429,gender,gender
5430,age,age
5431,age,age
5432,gender,gender
5433,religion,religion
5434,ethnicity,ethnicity
5435,gender,other_cyberbullying
5436,not_cyberbullying,not_cyberbullying
5437,religion,religion
5438,other_cyberbullying,other_cyberbullying
5439,not_cyberbullying,not_cyberbullying
5440,not_cyberbullying,other_cyberbullying
5441,gender,gender
5442,religion,religion
5443,age,age
5444,ethnicity,ethnicity
5445,other_cyberbullying,other_cyberbullying
5446,religion,religion
5447,age,age
5448,ethnicity,ethnicity
5449,age,age
5450,not_cyberbullying,gender
5451,religion,religion
5452,religion,religion
5453,age,age
5454,ethnicity,ethnicity
5455,other_cyberbullying,other_cyberbullying
5456,religion,religion
5457,age,age
5458,other_cyberbullying,other_cyberbullying
5459,ethnicity,ethnicity
5460,gender,gender
5461,age,age
5462,other_cyberbullying,other_cyberbullying
5463,other_cyberbullying,other_cyberbullying
5464,ethnicity,ethnicity
5465,ethnicity,ethnicity
5466,ethnicity,ethnicity
5467,not_cyberbullying,other_cyberbullying
5468,age,age
5469,age,age
5470,gender,gender
5471,religion,religion
5472,religion,religion
5473,gender,gender
5474,gender,gender
5475,religion,religion
5476,ethnicity,ethnicity
5477,gender,gender
5478,religion,religion
5479,gender,gender
5480,ethnicity,ethnicity
5481,other_cyberbullying,not_cyberbullying
5482,ethnicity,ethnicity
5483,other_cyberbullying,not_cyberbullying
5484,not_cyberbullying,not_cyberbullying
5485,gender,gender
5486,gender,not_cyberbullying
5487,other_cyberbullying,other_cyberbullying
5488,religion,religion
5489,age,age
5490,other_cyberbullying,other_cyberbullying
5491,age,age
5492,ethnicity,ethnicity
5493,religion,religion
5494,gender,religion
5495,age,age
5496,religion,religion
5497,not_cyberbullying,other_cyberbullying
5498,religion,religion
5499,age,age
5500,not_cyberbullying,other_cyberbullying
5501,ethnicity,ethnicity
5502,ethnicity,other_cyberbullying
5503,ethnicity,ethnicity
5504,gender,gender
5505,ethnicity,ethnicity
5506,age,age
5507,gender,religion
5508,gender,not_cyberbullying
5509,not_cyberbullying,religion
5510,gender,gender
5511,religion,religion
5512,religion,religion
5513,religion,religion
5514,gender,not_cyberbullying
5515,age,age
5516,not_cyberbullying,not_cyberbullying
5517,age,age
5518,not_cyberbullying,not_cyberbullying
5519,religion,religion
5520,ethnicity,ethnicity
5521,religion,religion
5522,ethnicity,ethnicity
5523,age,age
5524,ethnicity,ethnicity
5525,gender,gender
5526,gender,gender
5527,religion,religion
5528,gender,gender
5529,ethnicity,ethnicity
5530,other_cyberbullying,other_cyberbullying
5531,ethnicity,ethnicity
5532,gender,gender
5533,ethnicity,ethnicity
5534,not_cyberbullying,not_cyberbullying
5535,ethnicity,ethnicity
5536,age,age
5537,ethnicity,ethnicity
5538,ethnicity,ethnicity
5539,religion,religion
5540,ethnicity,ethnicity
5541,not_cyberbullying,other_cyberbullying
5542,age,age
5543,age,age
5544,gender,gender
5545,religion,religion
5546,ethnicity,ethnicity
5547,ethnicity,ethnicity
5548,gender,gender
5549,age,age
5550,religion,religion
5551,ethnicity,ethnicity
5552,gender,gender
5553,not_cyberbullying,not_cyberbullying
5554,ethnicity,ethnicity
5555,religion,religion
5556,age,age
5557,religion,religion
5558,religion,religion
5559,gender,gender
5560,religion,religion
5561,religion,religion
5562,gender,gender
5563,religion,religion
5564,gender,gender
5565,gender,gender
5566,gender,gender
5567,religion,religion
5568,other_cyberbullying,other_cyberbullying
5569,gender,gender
5570,ethnicity,ethnicity
5571,not_cyberbullying,other_cyberbullying
5572,not_cyberbullying,not_cyberbullying
5573,age,age
5574,religion,religion
5575,not_cyberbullying,not_cyberbullying
5576,not_cyberbullying,not_cyberbullying
5577,other_cyberbullying,other_cyberbullying
5578,other_cyberbullying,other_cyberbullying
5579,age,age
5580,gender,gender
5581,gender,gender
5582,age,age
5583,religion,religion
5584,other_cyberbullying,other_cyberbullying
5585,ethnicity,ethnicity
5586,ethnicity,ethnicity
5587,age,age
5588,ethnicity,ethnicity
5589,age,age
5590,not_cyberbullying,not_cyberbullying
5591,other_cyberbullying,other_cyberbullying
5592,ethnicity,ethnicity
5593,religion,religion
5594,gender,gender
5595,age,age
5596,age,age
5597,religion,religion
5598,age,age
5599,not_cyberbullying,not_cyberbullying
5600,gender,gender
5601,ethnicity,ethnicity
5602,age,age
5603,not_cyberbullying,not_cyberbullying
5604,other_cyberbullying,other_cyberbullying
5605,not_cyberbullying,not_cyberbullying
5606,gender,gender
5607,age,age
5608,age,age
5609,age,age
5610,not_cyberbullying,not_cyberbullying
5611,ethnicity,ethnicity
5612,ethnicity,ethnicity
5613,ethnicity,ethnicity
5614,religion,religion
5615,gender,gender
5616,other_cyberbullying,other_cyberbullying
5617,age,age
5618,age,age
5619,other_cyberbullying,other_cyberbullying
5620,religion,religion
5621,not_cyberbullying,gender
5622,not_cyberbullying,not_cyberbullying
5623,religion,other_cyberbullying
5624,ethnicity,ethnicity
5625,age,age
5626,religion,religion
5627,other_cyberbullying,other_cyberbullying
5628,age,age
5629,ethnicity,ethnicity
5630,ethnicity,ethnicity
5631,religion,religion
5632,age,age
5633,gender,gender
5634,gender,gender
5635,other_cyberbullying,not_cyberbullying
5636,ethnicity,ethnicity
5637,gender,gender
5638,age,age
5639,age,age
5640,not_cyberbullying,other_cyberbullying
5641,age,age
5642,gender,gender
5643,age,age
5644,ethnicity,ethnicity
5645,gender,gender
5646,ethnicity,ethnicity
5647,religion,religion
5648,ethnicity,ethnicity
5649,age,age
5650,other_cyberbullying,other_cyberbullying
5651,gender,gender
5652,other_cyberbullying,not_cyberbullying
5653,gender,gender
5654,gender,gender
5655,gender,gender
5656,religion,religion
5657,religion,religion
5658,religion,religion
5659,other_cyberbullying,other_cyberbullying
5660,ethnicity,ethnicity
5661,gender,gender
5662,age,age
5663,religion,religion
5664,gender,gender
5665,religion,religion
5666,other_cyberbullying,not_cyberbullying
5667,ethnicity,ethnicity
5668,age,age
5669,ethnicity,ethnicity
5670,gender,gender
5671,gender,not_cyberbullying
5672,religion,religion
5673,ethnicity,ethnicity
5674,ethnicity,ethnicity
5675,gender,gender
5676,ethnicity,ethnicity
5677,gender,gender
5678,age,age
5679,ethnicity,ethnicity
5680,age,age
5681,ethnicity,ethnicity
5682,ethnicity,ethnicity
5683,other_cyberbullying,other_cyberbullying
5684,religion,religion
5685,religion,religion
5686,age,age
5687,not_cyberbullying,not_cyberbullying
5688,not_cyberbullying,religion
5689,age,age
5690,ethnicity,ethnicity
5691,not_cyberbullying,not_cyberbullying
5692,gender,gender
5693,religion,religion
5694,other_cyberbullying,other_cyberbullying
5695,not_cyberbullying,not_cyberbullying
5696,religion,religion
5697,ethnicity,ethnicity
5698,other_cyberbullying,other_cyberbullying
5699,gender,other_cyberbullying
5700,age,age
5701,gender,not_cyberbullying
5702,gender,gender
5703,gender,gender
5704,gender,religion
5705,age,age
5706,ethnicity,ethnicity
5707,gender,gender
5708,age,age
5709,gender,gender
5710,gender,gender
5711,gender,gender
5712,not_cyberbullying,not_cyberbullying
5713,age,age
5714,ethnicity,ethnicity
5715,gender,gender
5716,gender,gender
5717,other_cyberbullying,not_cyberbullying
5718,gender,gender
5719,religion,religion
5720,gender,gender
5721,age,age
5722,religion,religion
5723,ethnicity,ethnicity
5724,other_cyberbullying,other_cyberbullying
5725,ethnicity,ethnicity
5726,religion,religion
5727,religion,religion
5728,age,age
5729,religion,religion
5730,religion,religion
5731,other_cyberbullying,other_cyberbullying
5732,age,age
5733,religion,other_cyberbullying
5734,gender,gender
5735,other_cyberbullying,other_cyberbullying
5736,gender,gender
5737,religion,religion
5738,ethnicity,ethnicity
5739,not_cyberbullying,not_cyberbullying
