,tweet_text,cyberbullying_type,lang,score,y,tweet_length
28407,"I don't retreat.
yessssssss http://t.co/Td90k9Ik2r
Uh. Why do they not make these for grownups? http://t.co/rHDOkljnDI
Boruto looks lit and he's a badass I like that filthy cunt
Awkward. But it's a good case study on how FYGM is common in 20's, but not insurmountable. People can learn. http://t.co/SUrQwclIoU
@JusLick_Kay Quit Bullying Them
@pinefoxi well, i bought a case of it, sooo.... :P
@Fino76 @SiobhanRooney stop being a bully, fino!
@nscottg branch management and tying commits into a specific ticket == amaze.
Now that person has been doxxed on 8chan. And despite this being the person who posted my &amp; others' home address, suddenly he sees a problem
trust me, lady troll is a fuckin trick. https://t.co/KaTUmo83cB
One of the hardest things about not working on a team out of an office is never letting myself sleep in. Coffee, save me.
@Badassperger @Quinnae_Moon i only pvp. :P
It was difficult. I questioned if it was a good idea until someone in the crowd came forward for a hug &amp; started crying. Then I was crying.
@mslatoya_G @mrguestlist I'm not a bully. I just say what most people won't because they are losers
Can't wait to see who finally wins this competition....in 27 months #mkr
@deathofrats01 yup! probably a mix of some sort. he's from the shelter. :)
@KaelaJael http://t.co/BXygHtfPk6
@mykitchenrules such a shame Lyn and Tony had to leave! They didn't deserve it! #MKR
Hate bitches that you gotta ask 200 questions to get to what you looking for ð­
A lot of twitter mentions.
Say, brehâ¦ these niggas are horribly corny. I feel like youâre insulting my intelligence. These dweebs need help
FreeBSD is in fact a person. Yo, @freebsd, you hear about this? Why are we not besties anymore? http://t.co/ZmofIOEHSQ
@luizpsc no one is perfect. We all make mistakes, and then we have to apologize for them. Celebrities aren't special.
@MarkRubello nope.
Siiiiiiigh http://t.co/6jSQojSuE2
@voiceofrae @TheQuinnspiracy @Spacekatgal AND THIS IS CRAZY
@PeerWorker this is what you just said. you just compared online harassment to mutilated bodies. this is demeaning.
@KemiLiza we need to stop bullying loml @FunmiOgunja loool its not fair!
@caulkthewagon a disaster i didn't know about. ooookay.
@irfan__mumbai @LegalKant @pbhushan1 Mind your language idiot Irfan
@WeTalkDemi what it feels like to be bullied & ridiculed as you were. Demi's become my sole inspiration in life, made me a stronger person.
You can yell about things you don't like without calling out someone directly who you know is trying to do good. End of story.
Don't you fucking DARE!!! #TWDFinale #TheWalkingDead
@jasonbentley not me :) no hat
@Geekboy20X6 i'm headed south and I'm about 40 miles from the border. I'll let you know.
@K4Kendra ...loved Chris till Rihanna got bullied..so Trey is my guy
Another reason McCain needs to GO HOME!!!
Report this sick son of a bitch https://t.co/zwsrguMCdW
@caitbit BLACKMILK IS AMAZING. have you seen them before?
find the problems w/dude's solution, don't publicly call him out, get accused of trying to pick a fight"" when i ask him about it. SHOCKING.",other_cyberbullying,en,0.9999957395021212,3,3138
29296,"Being bullied at school: High-achieving boys use further strategies to maintain masculinity, for example becoming bullies themselves, disrupting the lessons, or devaluing girls’ achievements https://www.bipartisanalliance.com/2019/12/being-bullied-at-school-high-achieving.html?spref=tw",age,en,0.9999957361670982,4,286
29312,"The girls who bullied her in middle &amp; high school were relentless. She quit softball, so they hated her. She joined Improv, got new friends and was voted Homecoming Queen her senior year. Queen Bully was runner up. I tell her she should write a book. If she did it, anyone can!",age,en,0.9999979417575416,4,281
29400,"Ahaana & her sisters were major bullies in school &amp; college &amp; now she is teachin abt y bullying is wrong!They had made lots of girls' lives miserable.When victims talk abt it,these sisters harass them even more.Personality they show on social media is Fake. I'm their schoolmate",age,en,0.9999967413401096,4,286
29555,"please sign @itsmelaurrmarie I was bullied&amp;the schools did nothing even when a girl threatened to kill me so thank u for spreading awareness Students:An in depth investigation on C. Milton Wright High School in Bel Air, MD - Sign the Petition! http://chng.it/fmCnQjgq via @Change",age,en,0.9999959373876534,4,283
29557,"Poisoned chalice.She won't be accepted down there. A school bully who will be totally out of her depth. Without media mythology, she's a substanceless husk. Her &amp; lady moanyface are same ilk. Plus once Scotland is independent her revenue stream will be cut! It'll be a paper title",age,en,0.9999964659594668,4,284
29559,"My hair, that i was “stuck up” because I was insecure and shy and quiet so it came across I guess that I was a bitch. I was bullied by a few different girls throughout middle school &amp; high school &amp; was told to just go in the bathroom &amp; cut deeper next time &amp; no one liked me.",age,en,0.9999967003964548,4,291
29567,"Luca: Stand up to bullies &amp; make them accountable. Why should you keep changing schools when you’ve done nothing wrong?Talk to teachers &amp; even to the bullies themselves if you can, in fact talk to anyone who’ll listen. Life is full of bullies &amp; only by exposing them will it stop.",age,en,0.9999986437388976,4,292
29598,I don’t agree- @AOC tweets derogatory things toward other people &amp;groups all the time&amp; put other people down&amp;she’s given a pass all the time because what?!? Why?!? As a woman she has offended me often-I never followed clicks - #AOC is like the #bully all knew in high school,age,en,0.9999986067509704,4,286
29739,"Hypocrisy or outright lying? School programs against ""bullying"" aren't heeded by so-called adults who cave to sly bullying (propaganda) by rioters, local/state politicians, corrupt preachers, &amp; sports figures. Such bullies promote bowing to &amp; agreeing with anti-American values :(",age,en,0.999996154321024,4,288
29811,"Classic bullies. They don't differ much from the immature high school bullies. They're characters who none of us have power over &amp; for them to cast you away cause you didn't ""play"" with their favorite the same way is unfair. Ur not a liar or a victim. Ur human and theyre bullies.",age,en,0.9999961784185404,4,284
29812,"So sorry- that stuff stays with us forever. I was bullied for 8 years, I moved away right after high school to escape it. They once spray painted “BITCH” &amp; “BURN IN HELL” on the side of my house. My school principal told me to “get tough friends “. It was a nightmare. Hugs, girl.",age,en,0.99999749193631,4,284
29843,"One girl bullied me in class in high school I laughed at her. Pissed her off so she tried to punch me in back of the head between classes. Someone warned me, I ducked &amp; blacked out. When I came to folks told me I had beat her with my bag filled with heavy books. She was bloody.",age,en,0.9999977534454718,4,282
29860,"Besides all the visible stuff, short, hairy, fat, other...I was most bullied for being...HAPPY. Other girls thought I was ""fake"" because I was genuinely excited about life. I also didn't understand sarcasm until late high school b/c first gen immigrant &amp; my parents never used it.",age,en,0.9999950572872552,4,284
29920,https://www.baynews9.com/fl/tampa/news/2019/09/09/florida-boy-bullied-for-homemade-university-of-tennessee-shirt?cid=share_twitter. I hope the girls that bullied him feel about an inch high right now! Just stop the bullying! Schools need to step up and do a better job as well as parents! Bravo to UT!,age,en,0.999994784466618,4,301
29938,I was bashed by a boy at 5yo every day for a year. I was called a slut & bullied for being a tomboy who loved playing footy with the boys &amp; having guy friends (the girls were jealous). That followed into high school where the bashing &amp; hatred continued for the same reasons,age,en,0.9999981415177812,4,281
30002,"Sometimes I forget I was bullied every year of my life from 1st grade up to the end of high school. From when little me picked my nose in class once &amp; some girl screamed about it &amp; then the class made fun of me for years to my senior prom. It's easier just to forget, though.",age,en,0.9999964288270168,4,283
30012,A girl is bullied all her life until she makes into a private high school where finds out her kindness pays off and finally gets the friends she’s always wanted... until HE showed up. Can she manage to continue her wonderful life and stay away from him... her first love and &gt;&gt;,age,en,0.999996959949123,4,283
30026,"In middle school I use to be insecure about being mixed. I got bullied because kids didn’t understand how a brown skin girl could have a strong accent, long hair, &amp; exotic features. &amp; then I hit High School...everyone was obsessed w/ foreign mixed girls. The bullying stopped",age,en,0.999997415318968,4,283
30038,"I saw a psa about a new girl in high school sit at lunch with the ""in"" girls who then got up &amp; left her, and a nice girl then sat down with her. If I could Freaky Friday these bully girls would get their asses beat the minute they stepped off school grounds. Parents need ER bills",age,en,0.9999975997624688,4,284
30115,i remember when i was 12 people @school used to bully me because i loved one direction &amp; im a black fan &amp; they claimed i don’t belong there because they’re white (the boys) &amp; they make music for white people only &amp; if i kept listening to them that means i’m not a real black girl,age,en,0.9999978618882048,4,295
30152,"The governor of SC, Henry McMasters, has been trying to do away with SC citizens also. He has done absolutely nothing to protect us.We have been in our own since the beginning.He had Pence & DeVos here this week trying to bully the unsafe schools open. Virus #are bad &amp; climbing.",age,en,0.8571398710867912,4,283
30192,"Social Media Promotion 4 Content Creators, Like Videos, Streams, & Podcasts https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DRrXwU7cPGkE&amp;h=AT0sCprYlwGHSIeecDo9QFOzj2XI_3ew0oomMMeNNkfHYoyX6UbQ99oaA7p8qCuIo4sTG8D6a76fnVXhmpLKHkTWlqW38WFrPYCpU_gQuy7QrxNHIbCXWQNp-MGTxzb0&amp;s=1 School Bully I hate bullies, you hate bullies, nobody likes bullies ▼Watch more: Sex in High School: https://youtu.be/VTNJjOE2MB0 Art of Procrastinating: … https://ift.tt/3hTOyTJ",age,en,0.9999977251524906,4,484
30218,The school playground is designed for fun; unfortunately it can become a breeding ground for #bullying and #manipulation. Watch this powerful response to a bully then explore how you can take action against coercive and abusive talk in our interactive... https://www.open.edu/openlearn/health-sports-psychology/psychology/bullying-and-manipulation-join-the-resistance,age,en,0.9999983546566698,4,367
30229,LMAO ok so 1- discovered i was gay 2- confessed to the girl 4- got rejected 5- got outed against my will 6- lost half of my friends 7- been bullied during the rest of the year 8- went to high school 9- say hi to depression happy new year to me wheeeee https://twitter.com/aurora_jalboyh/status/1223614783234154497,age,en,0.999996868557963,4,313
30286,Woke up with a heavy heart yaz I'm thinking about how I got bullied in high school for dating a dark skinned girl they called her all sorts of name people were evil back then I wish I could show you her pic what a beautiful woman but I need her to give me the go ahead to upload – at Bloubergstrand,age,en,0.999996689036994,4,298
30327,"Mr Newsom On the ""COUNTLESS"" scenarios as this, raising taxes 11 billion and people leaving California in droves you better hope that someone is left to vote for loser! Mom attacked by teen girls outside CA high school over bullied daughter https://www.newsbreakapp.com/n/0Nnw4OSA?s=a2&amp;pd=03BFVmgk",age,en,0.9999976540905712,4,301
30345,My book is about a girl who is bullied in high school. She also falls in love with her best friend. And she has bunny ears. Please vote for my book! https://www.sofanovel.com/book/spring @sofanovelglobal #webseries #webnovel #LGBTQ #loveislove #romance #amreading #book #lightnovel #shortstory,age,en,0.9999970887550416,4,293
30399,(2/2) The MO State Constitution (Art. VI sec 18(c)) prohibits charter counties from exercising any power over the school functions. Will the school boards and school superintendents in St. Louis County stand up to Page the bully? https://www.stltoday.com/news/local/metro/page-says-more-restrictions-in-st-louis-county-possible-if-coronavirus-cases-continue-to-grow/article_c11b1fb1-7f78-56ac-98d8-07cbfb7bbb39.html#utm_source=stltoday.com&amp;utm_campaign=%2Fnewsletter-templates%2Fpolitical-fix&amp;utm_medium=PostUp&amp;utm_content=5bd8b4b585b0024e0c7fb4d8f9ec3274bc64a6fe,age,en,0.9999965680609364,4,575
30404,How is he Ranking Member without passing the bar? He’s so obnoxious & disruptive. Like the big loud-mouthed campus jock in high school no one can stand. He’s a jackal &amp; a bully who thinks he’s entitled. I can’t wait for his comeuppance. It will be glorious. VOTE JIM JORDAN OUT!!,age,en,0.999996986265724,4,283
